reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
0bea51ab-290c-4d16-9e93-c025b8a3f33b,Madison,https://play-lh.googleusercontent.com/a-/ALV-UjVQs0EeZMDv8p8Nx_H8T35Op0AgKWDokq2NUCHecZaWxwu4sYM,"I don't play this game alot,not addicted but it's SOOO GOOD,no wifi unless you have,and super cool charectors",4,0,,2026-03-16 12:37:59,"It’s wonderful to hear you think the game is so enjoyable! Thank you for highlighting its offline fun and cool characters. If you ever have any questions or need assistance, feel free to reach out to our support team through the in-game Help section (Settings → Support). We appreciate your support and hope you continue to have a great time playing!",2026-03-16 15:02:38,
345875c7-2974-461a-a491-a7077eb59ad0,Sunday Hedley,https://play-lh.googleusercontent.com/a/ACg8ocJWT9r_6IHlJGLJQQ1EySvHTnJagTSrgVh0ZBTtxh3sU2ntdA=mo,It was awesome best experience ever very fun offline game and it teacher you stufff like keep running until you reach your goals I recommend this 10/5,5,0,3.60.0,2026-03-16 12:27:15,,,3.60.0
22724a0a-cc06-4c59-9416-fb975c1c95ab,Ar Man,https://play-lh.googleusercontent.com/a-/ALV-UjX0VlRCHzgsbdLkHTzI1L_B7xm2uCtjO394HK8-b_WZfsXcWCQ,GREAT,4,0,3.59.2,2026-03-16 12:26:34,"Hi there! We appreciate your enthusiasm and are so glad you think so! Your support means a lot to us, and we’re excited to keep bringing you great experiences. Thank you for being a part of our community!",2026-03-16 15:03:21,3.59.2
34c1662b-d171-4393-b97a-1c83c7921e49,Buster Clark,https://play-lh.googleusercontent.com/a-/ALV-UjVh0YucVmaTNvWDipmhLliBAAk-BgkV7Wtf_lfTf0ljPjTOOalE,I love this app! For kids and adult's I would definitely buy this app on every elc. in my house 🏠 I would definitely buy this!!!!,4,0,3.60.0,2026-03-16 12:23:18,"Hi there! It's wonderful to hear that the app brings joy to both kids and adults! Your enthusiasm and support mean a lot, and we truly appreciate your commitment to sharing the fun in your home. Wishing you many happy gaming moments ahead!",2026-03-16 15:02:41,3.60.0
89899ffa-8e14-4223-ac08-83a268cad1ea,Fayyaz Hussain,https://play-lh.googleusercontent.com/a-/ALV-UjVakHOQscSfGlPwaQrxlckXUoLN_NO809KeSF9Xt2xeiq2X1gSz,good game 🎮🎮,5,0,3.60.0,2026-03-16 12:19:45,,,3.60.0
f935ac1c-0034-4447-822e-7d8b37f77e12,Aisha Ali,https://play-lh.googleusercontent.com/a/ACg8ocKf4FG7qV8DqGvjkBncP45DEKMXl94MnJLQHOQ1Cy_CrL15=mo,it is very good game... its really an idea brought to perfection💗,5,0,,2026-03-16 12:17:24,,,
998277a7-4bb6-4e8c-b2a0-5606febe7463,Ademiluyi Victor,https://play-lh.googleusercontent.com/a-/ALV-UjWRpVyXhI9R_eYay7VK1GVq5P02GCgVwfzxa_peJFilZId_rw0,"you guys have a glitch. I have ran more than 14 million and yet I'm not in ranked list, it is not even recording my run score , and this has happened more than alot times after this new update",1,1,3.60.0,2026-03-16 11:48:43,It looks like you're experiencing a glitch affecting your scores and ranking. Thank you for letting us know! Please contact our support team via the in-game Help section (Settings → Support) to share your experience. This will help us address the issue. We appreciate your patience and hope to see your scores recognized soon!,2026-03-16 15:02:50,3.60.0
a16c20d8-5490-4ae3-9b71-0f661432399c,Pasnoori Tharun,https://play-lh.googleusercontent.com/a/ACg8ocLDu9wgbMp332levG0kHZpIdyeixIQrUbxkQaBm5BiwkCb2zA=mo,Good but u should eep different levels not same always evey time lava level and marathon and hurdles levels only you are keeping change levels . you should mention wordy hurnt words which are useful and study based words you should mention intresting levels you can start and extend the time of days to thirty to forty days because time is not sufficient to finish tha levels and increase the event coins in levels which are completed you are keeping only hundred or two hundred coin increase coins,3,0,,2026-03-16 11:44:57,"Thank you for sharing your thoughts on level variety and event coins! Your suggestions for more diverse levels and longer events are valuable and noted. If you have more ideas or need assistance, please contact our support team via the in-game Help section (Settings → Support). We appreciate your input!",2026-03-16 15:03:18,
17535949-d98d-47bd-80d6-e83ecae24d0b,Dedik Eka,https://play-lh.googleusercontent.com/a/ACg8ocKgiE9nA7li30N-O6zW5gfu3dUQn1EEukDqy9Oddc_7ecYoroQ=mo,i fully can play this game w/o network connection,5,0,3.60.0,2026-03-16 11:44:05,,,3.60.0
ee47b481-5745-4ccd-bbcb-8c93eb528f53,Luis vidal Hernandez,https://play-lh.googleusercontent.com/a/ACg8ocK6GhXd8Fwjz8ZvQTz1rkENWBASFQ2RLrzmEmKLSE-oQO7z-A=mo,Ang ganda,5,0,3.60.0,2026-03-16 11:39:58,,,3.60.0
fe727eab-1394-42c7-bb02-cde7eec72a9d,Mohan Singh,https://play-lh.googleusercontent.com/a/ACg8ocK0LMCLBeCg3j2LXxFTUU77qqSs1TJOvB_y_pLZOdfc_b1zNQ=mo,very nice and entertainment😎,5,0,3.55.0,2026-03-16 11:28:37,,,3.55.0
ec642cc9-9d0f-42db-b16f-10ca8a9d7762,Ramisa Ahmed,https://play-lh.googleusercontent.com/a-/ALV-UjWWuaSGvDi6MHissgqK3ftY1CPqyEQWmGv6i7P5c6RUGZJug3kq,Best game in the world ❤️❤️,5,0,,2026-03-16 11:21:36,,,
91ef7f81-f3f4-4ccc-be8b-a640de7d4a51,Yuvarani thulasiram,https://play-lh.googleusercontent.com/a-/ALV-UjVRWcsJlyMhg2t2rL0TBhubivdstP5YyVkdu46A364rfhHTweln,i I love this game very very much ❤️❤️❤️❤️🎥🤬,5,0,3.60.0,2026-03-16 11:20:13,,,3.60.0
160f1300-abda-42f6-965e-c10bb2b79ef6,Ahana Kumari,https://play-lh.googleusercontent.com/a/ACg8ocJ7KzZysr_ZzQiPg2yD7Gs_r-1xBKz2Ag52fpLj0t9OvWeKPw=mo,nostalgia hit hard 💓😭,5,0,,2026-03-16 11:11:26,,,
c885baf9-3f56-4289-b891-1e4b811df000,ITACHI VERSE,https://play-lh.googleusercontent.com/a-/ALV-UjUBbudZtvZPxB_hnNixtMOp5_VG-tRqleTAEDRZ9S5Hub9J-OI,nice game 🎮,5,0,,2026-03-16 11:04:13,,,
997aaece-7871-4e66-a99b-033b3d771489,Shariq Khan,https://play-lh.googleusercontent.com/a/ACg8ocLek-VKoenh_sjednWmBDYvQL3BK7ZOgcxtcuITlXGY-UZAGg=mo,This game is very good,5,0,,2026-03-16 10:52:35,,,
781ee10b-d184-4445-9795-470cec007b33,Yasmeen Khan,https://play-lh.googleusercontent.com/a/ACg8ocIycL_xCzz5fWrX50CMFtTZHmt2X90Y6XgE76E22x9PD0NY6w=mo,good,5,0,3.60.0,2026-03-16 10:48:17,,,3.60.0
b19b34e5-5c07-4eef-83ae-dc1020cd1b49,Shobha Jadhav,https://play-lh.googleusercontent.com/a-/ALV-UjUVprZWygGXQvPGOl9F2hPgBLq01rhtnrc_bhSZLnLuyEp3yGAQ,Amazing game....,5,0,,2026-03-16 10:39:37,,,
e07167df-6610-4881-b7db-18550d672988,Arsalan Prince,https://play-lh.googleusercontent.com/a-/ALV-UjVj9m1D-6B7AeeowNDDMKCfpIpHZPmdGJSm2Y6mGmTnpn_0Adek,nice game 🎮🎯🎮🎯🎯,5,0,3.59.2,2026-03-16 10:28:25,,,3.59.2
f6c04586-ae3e-403b-8ca5-4d59b361309f,Urmila,https://play-lh.googleusercontent.com/a/ACg8ocJ8QlnfzKwPl10PPunfAzONZzmujPbFaPo1uzX1qlH2ebZThA=mo,I love the new new song of the events and also the event,5,0,3.60.0,2026-03-16 10:19:10,,,3.60.0
